product_code,type,brands,lens_width,location,stock,cost_price,sale_price_s,sale_price_a,mrp,comments
DJ9132S_C1_57,AVIATOR SUNGLASS,David Jones,57.0,D12-1,1.0,,3990.0,,3990.0,
DJ9132S_C3_57,SUNGLASS,David Jones,57.0,D12-1,1.0,,4950.0,,4950.0,
DJ9134_C3_55,SUNGLASS,David Jones,55.0,D12-1,1.0,,4390.0,,4390.0,
DJ9134_C4B_55,SUNGLASS,David Jones,55.0,D12-1,1.0,,4390.0,,4390.0,
DJ9139_C1_54,FRAME,David Jones,54.0,T77S1-1,1.0,,4725.0,,4725.0,
DJ9139_C2_54,FRAME,David Jones,54.0,T7S2-1,1.0,,4725.0,,4725.0,
DJ9141_C5_53,RECTANGLE FULL SHEET FRAME,David Jones,53.0,T62S3-1,1.0,,4225.0,,4225.0,
DJ9142_C1_49,RECTANGLE FULL SHEET FRAME,David Jones,49.0,T60S2-1,1.0,,4225.0,,4225.0,
DJ9142_C2_49,RECTANGLE FULL SHEET FRAME,David Jones,49.0,T64S1-1,1.0,,4225.0,,4225.0,
DJ9150_C1_53,FRAME,David Jones,53.0,T63S3-1,1.0,,4950.0,,4950.0,
DJ9151_C4_54,FRAME,David Jones,54.0,T61S2-1,1.0,,5225.0,,5225.0,
DJ9152_C1_55,RECTANGLE FULL METAL FRAME,David Jones,55.0,T59S2-1,1.0,,5225.0,,5225.0,
DJ9162_C1_50,RECTANGLE FULL SHEET FRAME,David Jones,50.0,T64S1-1,1.0,,3980.0,,3980.0,
DJ9162_C2_50,RECTANGLE FULL SHEET FRAME,David Jones,50.0,NA,0.0,,3980.0,,3980.0,
DJ9162_C5_50,RECTANGLE FULL SHEET FRAME,David Jones,50.0,T64S2-1,1.0,,3980.0,,3980.0,
DJ9165_C1_55,RECTANGLE FULL METAL FRAME,#REF!,55.0,T7S3-1,1.0,,3875.0,,3875.0,
DJ9165_C1_55,,David Jones,55.0,D11-1,1.0,,,,,
DJ9167_C5_58,SUNGLASS,David Jones,58.0,T30S3-1,1.0,,,,,
DJ9172_C5_56,RECTANGLE FULL SHEET FRAME,David Jones,56.0,T60S3-1,1.0,,3725.0,,3725.0,
DJ9174_C1_58,SUNGLASS,David Jones,58.0,T30S3-1,1.0,,,,,
DJ9174S_C5_58,SUNGLASS,David Jones,58.0,D12-1,1.0,,5450.0,,5450.0,
DJ9176S_C1_59,SUNGLASS,David Jones,59.0,T30S3-1,1.0,,,,,
DJ9182_C1_57,RIMLESS,David Jones,57.0,T7S1-1,1.0,,5725.0,,5725.0,
DJ9201_C1_50,RECTANGLE FULL METAL FRAME,David Jones,50.0,T61S1-1,1.0,,3450.0,,3450.0,
DJ9201_C2_50,RECTANGLE FULL METAL FRAME,David Jones,50.0,NA,0.0,,3450.0,,3450.0,
DJ9201_C3_50,RECTANGLE FULL METAL FRAME,David Jones,50.0,C4R2-1,1.0,,3450.0,,3450.0,
DJ9201_C5_50,FRAME,David Jones,50.0,C4R2-1,1.0,,3450.0,,3450.0,
DJ9202_C4_49,FRAME,David Jones,49.0,T7S2-1,1.0,,3450.0,,3450.0,
DJ9206_C1_51,ROUND FULL METAL FRAME,David Jones,51.0,NA,0.0,,2225.0,,2225.0,
EA4086_502613_54,SUNGLASS,Emporio Armani,54.0,T82S2-1,1.0,,9500.0,,9500.0,
EA4086_56788Z_54,SUNGLASS,Emporio Armani,54.0,T11S3-1,1.0,,,,,
EA4094_502613_56,SUNGLASS,Emporio Armani,56.0,T82S2-1,1.0,,9500.0,,9500.0,SCRATCH
EA4099_567771_56,SUNGLASS,Emporio Armani,56.0,T82S2-1,1.0,,9500.0,,9500.0,SCRATCH
FB4101_C2_50,RECTANGLE SUNGLASS,FUNKY BOY,50.0,T80S2-1,1.0,,800.0,,800.0,
FC7311_C2_62,AVIATOR SUNGLASS,FCUK,62.0,T82S1-1,1.0,,4600.0,,4600.0,
FLING,RECTANGLE FULL SHEET FRAME,Fling,,"L1D4S1-5,S2-4",9.0,,650.0,,650.0,
FT_M131BK1P_62,SUNGLASS,Fastrack,62.0,"D2-1,BOX(ALMIRA)-1",2.0,,2699.0,,2699.0,
FT_M138BR2_58,SUNGLASS,Fastrack,58.0,C6R2-1,1.0,,,,,
FT_M032BU1_M,SUNGLASS,Fastrack,M,D3-1,1.0,,2299.0,,2299.0,
FT_M035GY1_M,SUNGLASS,Fastrack,M,C6R1-2,2.0,,2699.0,,2699.0,
FT_M050BU2_64,SUNGLASS,Fastrack,64.0,"C6R2-1,D3-1",2.0,,2699.0,,2699.0,
FT_M050BR5_M,SUNGLASS,Fastrack,M,C6R2-1,1.0,,2699.0,,2699.0,
FT_M062BR3_M,SUNGLASS,Fastrack,M,C6R2-1,1.0,,2699.0,,2699.0,
FT_M083BR2F_M,SUNGLASS,Fastrack,M,"C6R2-1,D12-1",2.0,,2699.0,,2699.0,
FT_M154BR2_M,SUNGLASS,Fastrack,M,"D4-1,D12-1",2.0,,2499.0,,2499.0,
FT_M165YL7_M,SUNGLASS,Fastrack,M,C6R1-2,2.0,,2299.0,,2299.0,
FT_M180SL3F_M,SUNGLASS,Fastrack,M,C6R2-1,1.0,,2799.0,,2799.0,
FT_P178BR3FP_M,SUNGLASS,Fastrack,M,C6R2-1,1.0,,,,,
FT_P180PR2F_M,SUNGLASS,Fastrack,M,"C6R1-2,D3-1",3.0,,1299.0,,1299.0,
FT_P192GR1_M,SUNGLASS,Fastrack,M,C6R2-1,1.0,,,,,
FT_P192BR2_M,SUNGLASS,Fastrack,M,D3-1,1.0,,,,,
FT_P218BR2FP_M,SUNGLASS,Fastrack,M,C6R1-4,4.0,,2450/2899,,2450/2899,
FT_P223GR1_M,SUNGLASS,Fastrack,M,BOX(ALMIRA),1.0,,999.0,,999.0,SCRATCH+GLASS MISSING
FT_P230BK1_M,SUNGLASS,Fastrack,M,"C6R1-2,D4-1",3.0,,1999.0,,1999.0,
FT_P230GR3P_M,SUNGLASS,Fastrack,M,D3-1,1.0,,2099.0,,2099.0,
FT_P241BK1_M,SUNGLASS,Fastrack,M,C6R2-1,1.0,,,,,
FT_P265BR2_58,SUNGLASS,Fastrack,58.0,C6R1-3,3.0,,1499.0,,1499.0,
FT_P299OR2_M,SUNGLASS,Fastrack,M,C6R1-3,3.0,,1999.0,,1999.0,
FT_P324BK3F_M,SUNGLASS,Fastrack,M,C6R2-1,1.0,,2099.0,,2099.0,
FT_P335GR2F_M,SUNGLASS,Fastrack,M,C6R2-1,1.0,,1999.0,,1999.0,
FT_P336SL2_M,SUNGLASS,Fastrack,M,D4-1,1.0,,2799.0,,2799.0,
FT_P341BK1_M,SUNGLASS,Fastrack,M,C6R2-1,1.0,,2699.0,,2699.0,
FT_P040BR2_M,SUNGLASS,Fastrack,M,C6R2-1,1.0,,1499.0,,1499.0,
FT_P327BU2_M,FRAME,Fastrack,M,D11-1,1.0,,1999.0,,1999.0,
FT_P360BR4_M,SUNGLASS,Fastrack,M,C6R2-1,1.0,,1699.0,,1699.0,
FT_P429BU4_M,SUNGLASS,Fastrack,M,D4-1,1.0,,799.0,,799.0,
FT_P430BR2_M,SUNGLASS,Fastrack,M,D1-1,1.0,,,,,
FT_PC001BU13_M,SUNGLASS,Fastrack,M,D4-1,1.0,,850.0,,850.0,TEMPLE CODE DAMAGE
FT_C060PR3F_M,SUNGLASS,Fastrack,M,D12-1,1.0,,2150.0,,2150.0,
FT_C060BK2_54,SUNGLASS,Fastrack,54.0,D3-1,1.0,,,,,
FT_C078YL4F_M,SUNGLASS,Fastrack,M,D3-1,1.0,,,,,
ID698_C5_53,,IDEE,53.0,T24S1-1,1.0,,1800.0,,1800.0,
ID908_C2_50,,IDEE,50.0,T68S3-1,1.0,,1800.0,,1800.0,
ID925_C3_51,,IDEE,51.0,T67S3-1,1.0,,1800.0,,1800.0,
ID973_C2_51,,IDEE,51.0,T35S2-1,1.0,,,,,
ID996_C3_51,,IDEE,51.0,T4S2-1,1.0,,,,,
ID997_C3_52,CODE DAMMAGE,IDEE,52.0,T24S1-1,1.0,,,,,
ID1027_C2_53,RECTANGLE SUPRA METAL FRAME,IDEE,53.0,T68S3-1,1.0,,1800.0,,1800.0,
ID1027_C4_53,RECTANGLE SUPRA METAL FRAME,IDEE,53.0,T68S3-1,1.0,,1800.0,,1800.0,
ID1047_C1_51,,IDEE,51.0,T35S3-1,1.0,,,,,
ID1047_C2_51,,IDEE,51.0,T35S3-1,1.0,,,,,
ID1200_C5_53,FRAME,IDEE,53.0,T24S2-1,1.0,,,,,
ID1203_C4_52,FRAME,IDEE,52.0,T24S2-1,1.0,,,,,
ID1286_C4_54,FRAME,IDEE,54.0,T65S3-1,1.0,,,,,
ID1296_C3_50,FRAME,IDEE,50.0,"C2R4-1,T24S1-1",2.0,,2200.0,,2200.0,
ID1297_C3_52,CATEYE FULL SHEET FRAME,IDEE,52.0,T66S1-1,1.0,,1800.0,,1800.0,
ID1303_C3_54,,IDEE,54.0,T4S1-1,1.0,,2200.0,,2200.0,
ID1375_C3_53,,IDEE,53.0,T65S2-1,1.0,,,,,
ID1425_C2_48,FRAME,IDEE,48.0,"C2R3-5,T69S3-1",6.0,,1990.0,,1990.0,
ID1426_C1_49,ROUND FULL METAL FRAME,IDEE,49.0,"T17S3-1,C2R2-1",2.0,,1990.0,,1990.0,
ID1426_C2_49,,IDEE,49.0,"C2R4-6,T66S3-1",7.0,,1990/1950,,1990/1950,
ID1426_C4_49,ROUND FULL METAL FRAME,IDEE,49.0,T17S3-1,1.0,,1950.0,,1950.0,
ID1427_C1_52,FRAME,IDEE,52.0,"C2R4-1,T67S3-1",2.0,,1990.0,,1990.0,
ID1427_C5_52,RECTANGLE FULL METAL FRAME,IDEE,52.0,"C2R4-1,T67S3-1",2.0,,1990.0,,1990.0,
ID1428_C1_47,,IDEE,47.0,"C2R4-2,T17S3-1",3.0,,1990.0,,1990.0,
ID1430_C1_52,,IDEE,52.0,"C2R3-2,T24S3-1",3.0,,1990.0,,1990.0,
ID1430_C4_52,FRAME,IDEE,52.0,"C2R3-3,T67S2-1",4.0,,1950.0,,1950.0,
ID1471_C3_50,,IDEE,50.0,"C2R4-1,T66S3-1",2.0,,2250.0,,2250.0,
ID1474_C2_54,,IDEE,54.0,T67S2-1,1.0,,,,,
ID1474_C5_54,,IDEE,54.0,C2R4-1,1.0,,2450.0,,2450.0,
ID1475_C7_48,ROUND FULL SHEET FRAME,IDEE,48.0,T17S1-1,1.0,,2450.0,,2450.0,
ID1478_C4_53,,IDEE,53.0,T66S3-1,1.0,,2450.0,,2450.0,
ID1480_C4_51,RECTANGLE FULL METAL FRAME,IDEE,51.0,T4S2-1,1.0,,2450.0,,2450.0,
ID1482_C6_51,FRAME,IDEE,51.0,NA,0.0,,2160.0,,2160.0,
ID1484_C3_51,RIMLESS FRAME,IDEE,51.0,NA,0.0,,2450.0,,2450.0,SIDE TEMPLE CODE DAMAGE
ID1485_C6_50,FRAME,IDEE,50.0,T17S1-1,1.0,,2050.0,,2050.0,MRP LEVEL MISSING
ID1486_C4_50,CATEYE FULL METAL FRAME,IDEE,50.0,T68S1-1,1.0,,2050.0,,2050.0,
ID1487_C1_51,FRAME,IDEE,51.0,"C2R4-3,T24S1-1",4.0,,2450.0,,2450.0,
ID1487_C6_51,RECTANGLE FULL SHEET FRAME,IDEE,51.0,T66S1-1,1.0,,2450.0,,2450.0,SIDE TEMPLE CODE DAMAGE
ID1490_C4_53,FRAME,IDEE,53.0,"T4S2-1,T4S3-1",2.0,,2390.0,,2390.0,
ID1495_C2_51,FRAME,IDEE,51.0,T4S3-1,1.0,,2450.0,,2450.0,
ID1495_C5_51,FRAME,IDEE,51.0,T68S2-1,1.0,,2450.0,,2450.0,
ID1508_C1_50,RECTANGLE FULL SHEET FRAME,IDEE,50.0,C2R3-5,5.0,,2160.0,,2160.0,
ID1508_C2_50,FRAME,IDEE,50.0,"C2R3-7,T24S3-1",8.0,,2160.0,,2160.0,
ID1508_C3_50,FRAME,IDEE,50.0,"C2R3-7,T67S2-1,T66S2-1,T65S3-1",10.0,,2160.0,,2160.0,
ID1508_C4_50,FRAME,IDEE,50.0,C2R3-3,3.0,,2160.0,,2160.0,
ID1508_C5_50,FRAME,IDEE,50.0,C2R3-3,3.0,,2150.0,,2150.0,
ID1511_C2_51,FRAME,IDEE,51.0,"C2R3-6,T17S2-1",7.0,,2160.0,,2160.0,
ID1511_C5_51,FRAME,IDEE,51.0,T66S2-1,1.0,,2160.0,,2160.0,
ID1536_C1_51,FRAME,IDEE,51.0,T17S2-1,1.0,,,,,
ID1521_C2_51,FRAME,IDEE,51.0,T35S1-1,1.0,,2150.0,,2150.0,
ID1521_C3_51,FRAME,IDEE,51.0,"T35S1-1,C2R2-1",2.0,,2150.0,,2150.0,
ID1519_C1_49,FRAME,IDEE,49.0,"C2R2-1,T4S1-1",2.0,,,,,
ID1541_C1_53,FRAME,IDEE,53.0,C2R4-3,3.0,,1950.0,,1950.0,PCS TEMPLE CODE DAMAGE
ID1541_C2_53,FRAME,IDEE,53.0,C2R4-1,1.0,,1950.0,,1950.0,
ID1541_C3_53,FRAME,IDEE,53.0,"C2R3-2,T69S2-1",3.0,,2250(1950),,2250(1950),
ID1541_C4_53,CATEYE FULL SHEET FRAME,IDEE,53.0,C2R3-7,7.0,,1950.0,,1950.0,
ID1541_C5_53,CATEYE FULL SHEET FRAME,IDEE,53.0,"C2R3-3,T69S2-1",4.0,,1950.0,,1950.0,
ID1541_C6_53,,IDEE,53.0,C2R3-1,1.0,,1950.0,,1950.0,
ID1541_C7_53,CATEYE FULL SHEET FRAME,IDEE,53.0,"C2R3-3,T69S2-1",4.0,,1950.0,,1950.0,
ID1542_C1_53,FRAME,IDEE,53.0,C2R3-2,2.0,,1950.0,,1950.0,
ID1542_C4_53,FRAME,IDEE,53.0,"C2R3-5,T69S3-1",6.0,,1950.0,,1950.0,SIDE TEMPLE CODE DAMAGE(1)
ID1542_C5_53,CATEYE FULL SHEET FRAME,IDEE,53.0,C2R3-3,3.0,,1950.0,,1950.0,
ID1542_C7_53,CATEYE FULL SHEET FRAME,IDEE,53.0,"C2R3-6,T69S3-1",7.0,,1950.0,,1950.0,
ID1544_C1_52,FRAME,IDEE,52.0,D11-1,1.0,,2075.0,,2075.0,
ID1544_C6_52,,IDEE,52.0,T17S2-1,1.0,,,,,
ID1545_C2_54,RECTANGLE FULL METAL FRAME,IDEE,54.0,T35S1-1,1.0,,2590.0,,2590.0,
ID1545_C5_54,AVIATOR FULL METAL FRAME,IDEE,54.0,T68S1-1,1.0,,2590.0,,2590.0,
ID1545_C6_54,AVIATOR FULL METAL FRAME,IDEE,54.0,C2R3-1,1.0,,2590.0,,2590.0,
ID1546_C3_52,,IDEE,52.0,T35S1-1,1.0,,,,,
ID1547_C3_51,CATEYE FULL METAL FRAME,IDEE,51.0,C2R2-1,1.0,,2450.0,,2450.0,
ID1547_C4_51,CATEYE FRAME,IDEE,51.0,T68S2-1,1.0,,2450.0,,2450.0,
ID1547_C5_51,CATEYE FRAME,IDEE,51.0,C2R2-1,1.0,,2450.0,,2450.0,
ID1547_C6_51,CATEYE FRAME,IDEE,51.0,C2R2-1,1.0,,2450.0,,2450.0,
ID1548_C1_51,CATEYE FRAME,IDEE,51.0,T68S1-1,1.0,,2450.0,,2450.0,
ID1548_C4_51,CATEYE FRAME,IDEE,51.0,C2R2-1,1.0,,2450.0,,2450.0,
ID1548_C5_51,CATEYE FULL METAL FRAME,IDEE,51.0,C2R2-1,1.0,,2450.0,,2450.0,
ID1557_C6_52,,IDEE,52.0,T17S3-1,1.0,,,,,
ID1559_C3_54,,IDEE,54.0,"C2R4-1,T69S1-1",2.0,,2450.0,,2450.0,
ID1559_C4_54,FRAME,IDEE,54.0,T69S1-1,1.0,,2450.0,,2450.0,
ID1559_C5_54,FRAME,IDEE,54.0,T17S1-1,1.0,,,,,
ID1560_C1_54,CATEYE FULL SHEET FRAME,IDEE,54.0,"C2R4-2,T69S1-1",3.0,,2450.0,,2450.0,
ID1560_C2_54,CATEYE FULL SHEET FRAME,IDEE,54.0,"T17S1-1,C2R4-1",2.0,,2450.0,,2450.0,
ID1560_C4_54,,IDEE,54.0,NA,2.0,,,,,
ID1560_C5_54,,IDEE,54.0,"C2R4-1,T69S1-1",2.0,,2450.0,,2450.0,
ID1561_C1_51,,IDEE,51.0,NA,3.0,,2450.0,,2450.0,
ID1561_C1_54,,IDEE,54.0,"C2R2-7,T4S1-1",8.0,,2450.0,,2450.0,
ID1561_C2_54,CATEYE FULL METAL FRAME,IDEE,54.0,C2R2-8,8.0,,2450.0,,2450.0,
ID1561_C3_54,CATEYE FULL METAL FRAME,IDEE,54.0,C2R2-1,1.0,,2450.0,,2450.0,
ID1561_C4_54,CATEYE FULL METAL FRAME,IDEE,54.0,C2R2-1,1.0,,2450.0,,2450.0,
ID1561_C5_54,CATEYE FULL METAL FRAME,IDEE,54.0,C2R2-1,1.0,,2450.0,,2450.0,
ID1561_C6_54,CATEYE FULL METAL FRAME,IDEE,54.0,T68S2-1,1.0,,2450.0,,2450.0,SIDE TEMPLE CODE DAMAGE
ID1561_C7_54,CATEYE FULL METAL FRAME,IDEE,54.0,C2R2-1,1.0,,2450.0,,2450.0,
ID1562_C1_55,CATEYE FULL METAL FRAME,IDEE,55.0,C2R2-9,9.0,,2450.0,,2450.0,
ID1562_C2_55,,IDEE,55.0,"C2R2-6,T4S1-1",7.0,,2450/2250,,2450/2250,
ID1562_C3_55,CATEYE FULL METAL FRAME,IDEE,55.0,C2R2-1,1.0,,2450.0,,2450.0,
ID1562_C4_55,CATEYE FULL METAL FRAME,IDEE,55.0,C2R2-1,1.0,,2450.0,,2450.0,
ID1562_C6_55,CATEYE FULL METAL FRAME,IDEE,55.0,C2R2-1,1.0,,2450.0,,2450.0,
ID1563_C6_53,SHEET FRAME,IDEE,53.0,C2R2-1,1.0,,2450.0,,2450.0,
ID1563_C6_53,FRAME,IDEE,53.0,BOX(ALMIRA),1.0,,2450.0,,2450.0,COLOR DAMAGE
ID1564_C3_51,ROUND FULL SHEET FRAME,IDEE,51.0,"T17S2-1,C2R4-1",2.0,,2450.0,,2450.0,
ID1564_C4_51,,IDEE,51.0,T69S3-1,1.0,,2450.0,,2450.0,
ID674_C1_55,FRAME,IDEE,55.0,T65S1-1,1.0,,1800.0,,1800.0,
ID722_C3_52,FRAME,IDEE,52.0,"T24S3-1,C2R4-1",2.0,,,,,
ID736_C4_53,,IDEE,53.0,T65S2-1,1.0,,,,,
ID878_C1_52,RIMLESS FRAME,IDEE,52.0,T35S3-1,1.0,,1800.0,,1800.0,
ID906_C4_50,,IDEE,50.0,T67S3-1,1.0,,1800.0,,1800.0,
ID940_C2_52,,IDEE,52.0,T35S3-1,1.0,,,,,
ID950_C2_51,,IDEE,51.0,T35S2-1,1.0,,1800.0,,1800.0,
ID961_C2_51,,IDEE,51.0,T68S3-1,1.0,,2100.0,,2100.0,
ID980_C1_50,,IDEE,50.0,T35S2-1,1.0,,1800.0,,1800.0,
ID1520_C1_50,,IDEE,50.0,"D11-1,box-1(Almira)",2.0,,,,,
IDS1700_C31_M,SUNGLASS,IDEE,M,T81S1-1,1.0,,2250.0,,2250.0,
IDS1874_C2_59,SUNGLASS,IDEE,59.0,T58S2-1,1.0,,2280.0,,2280.0,
IDS1961_C3P_58,SUNGLASS,IDEE,58.0,T57S2-1,1.0,,2970.0,,2970.0,
IDS2001_C62P_58,SUNGLASS,IDEE,58.0,"T58S2-1,T58S3-1",2.0,,2280.0,,2280.0,
IDS2001_C67P_58,SUNGLASS,IDEE,58.0,T58S2-1,1.0,,2280.0,,2280.0,
IDS2170_C1_52,SUNGLASS,IDEE,52.0,D8-1,1.0,,2850.0,,2850.0,
IDS2193_C2_58,SUNGLASS,IDEE,58.0,D8-1,1.0,,2650.0,,2650.0,
IDS2225_C1_53,SUNGLASS,IDEE,53.0,D8-1,1.0,,2250.0,,2250.0,
IDS2232_C1_49,SUNGLASS,IDEE,49.0,T81S3-1,1.0,,2250.0,,2250.0,
IDS2266_C3_56,SUNGLASS,IDEE,56.0,T56S1-1,1.0,,2495.0,,2495.0,
IDS2297_C1_57,SUNGLASS,IDEE,57.0,D8-1,1.0,,2480.0,,2480.0,
IDS2301_C17P_58,SUNGLASS,IDEE,58.0,C2R1-1,1.0,,2750.0,,2750.0,
IDS2337_C2_54,SUNGLASS,IDEE,54.0,T57S1-1,1.0,,2590.0,,2590.0,
IDS2343_C14P_58,SUNGLASS,IDEE,58.0,D2-1,1.0,,2850.0,,2850.0,
IDS2344_C1P_54,SUNGLASS,IDEE,54.0,"D8-1,D2-1(SCRATCH)",2.0,,2850.0,,2850.0,
IDS2350_C1_50,SUNGLASS,IDEE,50.0,T81S3-1,1.0,,2950.0,,2950.0,
IDS2350_C4_50,SUNGLASS,IDEE,50.0,T57S2-1,1.0,,2950.0,,2950.0,
IDS2351_C3_56,SUNGLASS,IDEE,56.0,D8-1,1.0,,2950.0,,2950.0,
IDS2352_C3_56,SUNGLASS,IDEE,56.0,D8-1,1.0,,2950.0,,2950.0,
IDS2354_C2P_M,SUNGLASS,IDEE,M,"T55S2-1,Box-1(almira)",2.0,,2590.0,,2590.0,
IDS2365_C3P_M,SUNGLASS,IDEE,M,BOX(ALMIRA),1.0,,2750.0,,2750.0,SCRATCH
IDS2375_C2_53,SUNGLASS,IDEE,53.0,D8-1,1.0,,2590.0,,2590.0,
IDS2379_C2_56,SUNGLASS,IDEE,56.0,T57S1-1,1.0,,2350.0,,2350.0,
IDS2392_C2_49,SUNGLASS,IDEE,49.0,T81S3-1,1.0,,2550.0,,2550.0,
IDS2401_C2_52,SUNGLASS,IDEE,52.0,D2-1,1.0,,2850.0,,2850.0,CODE DAMMAGE
IDS2401_C3_52,SUNGLASS,IDEE,52.0,T55S2-1,1.0,,2850.0,,2850.0,
IDS2402_C10P_56,SUNGLASS,IDEE,56.0,T81S2-1,1.0,,2780.0,,2780.0,
IDS2404_C2_57,SUNGLASS,IDEE,57.0,"C2R1-1,T56S2-1",2.0,,2350.0,,2350.0,
IDS2404_C4P_57,SUNGLASS,IDEE,57.0,na,1.0,,2590.0,,2590.0,
IDS2406_C3_60,SUNGLASS,IDEE,60.0,T81S2-1,1.0,,2350.0,,2350.0,
IDS2408_C3_53,SUNGLASS,IDEE,53.0,T80S3-1,1.0,,2350.0,,2350.0,
IDS2408_C5P_53,SUNGLASS,IDEE,53.0,T55S1-1,1.0,,2590.0,,2590.0,
IDS2409_C1P_58,SUNGLASS,IDEE,58.0,BOX(ALMIRA),1.0,,2590.0,,2590.0,SCRATCH
IDS2413_C1_62,SUNGLASS,IDEE,62.0,T57S1-1,1.0,,2850.0,,2850.0,
IDS2416_C2_55,SUNGLASS,IDEE,,C2R1-1,1.0,,2590.0,,2590.0,
IDS2424_C4P_M,SUNGLASS,IDEE,M,BOX(ALMIRA),1.0,,DAMAGE,,DAMAGE,
IDS2428_C3_M,SUNGLASS,IDEE,M,T55S3-1,1.0,,2980.0,,2980.0,
IDS2434_C3_54,SUNGLASS,IDEE,49.0,T57S2-1,1.0,,2780.0,,2780.0,
IDS2438_C2_57,SUNGLASS,IDEE,57.0,T58S3-1,1.0,,2590.0,,2590.0,
IDS2442_C3_51,SUNGLASS,IDEE,51.0,T56S1-1,1.0,,2080.0,,2080.0,
IDS2442_C5_51,SUNGLASS,IDEE,51.0,T57S3-1,1.0,,2080.0,,2080.0,
IDS2472_C2_52,SUNGLASS,IDEE,52.0,D8-1,1.0,,2450.0,,2450.0,
IDS2473_C1_52,SUNGLASS,IDEE,52.0,"D8-1,C2R1B1-1",2.0,,2780.0,,2780.0,
IDS2473_C3_52,SUNGLASS,IDEE,,C2R1B1-1,1.0,,2780.0,,2780.0,
IDS2476_C1_62,SUNGLASS,IDEE,62.0,"C2R1-1,T55S1-1",2.0,,2590.0,,2590.0,
IDS2476_C2_62,SUNGLASS,IDEE,62.0,T55S1-1,1.0,,2590.0,,2590.0,
IDS2476_C3_62,SUNGLASS,IDEE,62.0,T55S1-1,1.0,,2590.0,,2590.0,
IDS2477_C2_56,SUNGLASS,IDEE,56.0,T56S1-1,1.0,,2590.0,,2590.0,
IDS2485_C1_57,SUNGLASS,IDEE,57.0,"T81S1-1,C2R1-1",2.0,,2590.0,,2590.0,
IDS2486_C2_53,SUNGLASS,IDEE,53.0,T81S3-1,1.0,,2780.0,,2780.0,
IDS2493_C1_55,SUNGLASS,IDEE,55.0,"C2R1-1,T56S2-1",2.0,,2590.0,,2590.0,
IDS2495_C2_58,SUNGLASS,IDEE,58.0,T58S2-1,1.0,,2950.0,,2950.0,
IDS2496_C2_53,SUNGLASS,IDEE,53.0,T55S3-1,1.0,,2950.0,,2950.0,
IDS2498_C2_58,SUNGLASS,IDEE,58.0,T55S3-1,1.0,,2950.0,,2950.0,
IDS2499_C4_59,SUNGLASS,IDEE,59.0,T81S2-1,1.0,,2650.0,,2650.0,
IDS2500_C30_58,SUNGLASS,IDEE,58.0,T58S1-1,1.0,,,,,
IDS2500_C44_58,SUNGLASS,IDEE,58.0,D2-1,1.0,,2590.0,,2590.0,
IDS2500_C48_58,SUNGLASS,IDEE,58.0,D8-1,1.0,,2780.0,,2780.0,
IDS2500_C52_58,SUNGLASS,IDEE,58.0,T58S1-1,1.0,,2590.0,,2590.0,
IDS2500_C54_58,SUNGLASS,IDEE,58.0,T58S1-1,1.0,,2590.0,,2590.0,
IDS2500_C56_58,SUNGLASS,IDEE,58.0,T81S1-1,1.0,,2590.0,,2590.0,
IDS2503_C3_58,SUNGLASS,IDEE,M,C2R1B1,1.0,,2950.0,,2950.0,
IDS2505_C1P_54,SUNGLASS,IDEE,54.0,"C2R1-1,T58S3-1",2.0,,2950.0,,2950.0,
IDS2506_C1_66,SUNGLASS,IDEE,66.0,T80S3-1,1.0,,2360.0,,2360.0,
IDS2506_C3_M,SUNGLASS,IDEE,M,D1-1,1.0,,2360.0,,2360.0,SCRATCH
IDS2508_C2_58,SUNGLASS,IDEE,58.0,D2-1,1.0,,2850.0,,2850.0,
IDS2508_C4_58,SUNGLASS,IDEE,58.0,T81S1-1,1.0,,2850.0,,2850.0,
IDS2508_C7_58,SUNGLASS,IDEE,58.0,T58S1-1,1.0,,2850/2950,,2850/2950,
IDS2514_C1_53,SUNGLASS,IDEE,53.0,D8-1,1.0,,2780.0,,2780.0,
IDS2519_C4_61,SUNGLASS,IDEE,61.0,"C2R1-1,T57S1-1",2.0,,2780.0,,2780.0,
IDS2520_C1_53,SUNGLASS,IDEE,53.0,D1-1,1.0,,2590.0,,2590.0,
IDS2522_C2_58,SUNGLASS,IDEE,58.0,T56S2-1,1.0,,2590.0,,2590.0,
IDS2523_C1P_M,SUNGLASS,IDEE,M,C2R1-1,1.0,,,,,
IDS2523_C2P-55,SUNGLASS,IDEE,55.0,C2R1-1,1.0,,2780.0,,2780.0,
IDS2524_C2_60,SUNGLASS,IDEE,60.0,T55S3-1,1.0,,,,,
IDS2526_C3_60,SUNGLASS,IDEE,60.0,D8-1,1.0,,2780.0,,2780.0,
IDS2528_C2_M,SUNGLASS,IDEE,M,T55S2-1,1.0,,2780.0,,2780.0,
IDS2528_C3_58,SUNGLASS,IDEE,58.0,T58S3-1,1.0,,2780.0,,2780.0,
IDS2532_C1_51,SUNGLASS,IDEE,51.0,C2R1-1,1.0,,2150.0,,2150.0,
IDS2532_C2_51,SUNGLASS,IDEE,51.0,T56S3-1,1.0,,2150.0,,2150.0,
IDS2532_C3_51,SUNGLASS,IDEE,51.0,"C2R1-1,D5-1",2.0,,2150.0,,2150.0,
IDS2536_C4_60,SUNGLASS,IDEE,60.0,D2-1,1.0,,2850.0,,2850.0,
