product_code,type,brands,lens_width,location,stock,cost_price,sale_price_s,sale_price_a,mrp,comments
VO4128_848_52,FRAME,VOGUE,52.0,C3R1-1,1.0,,4990.0,,4990.0,
VO4128_5108_50,CATEYE FULL METAL FRAME,VOGUE,50.0,T70S2-1,1.0,,4990.0,,4990.0,
VO4128_5109_52,FRAME,VOGUE,52.0,C3R1-1,1.0,,4990.0,,4990.0,
VO4128_5109_50,FRAME,VOGUE,50.0,T70S1-1,1.0,,4990.0,,4990.0,
VO4128_5110_50,CATEYE FULL METAL FRAME,VOGUE,50.0,T70S3-1,1.0,,4990.0,,4990.0,
VO4128_5110_52,CATEYE FULL METAL FRAME,VOGUE,52.0,T70S1-1,1.0,,4990.0,,4990.0,
VO5204I_W44_52,RECTANGLE FULL SHEET FRAME,VOGUE,52.0,C3R3-1,1.0,,4090.0,,4090.0,
VO5271S_W4487_53,SUNGLASS,VOGUE,53.0,D8-1,1.0,,5090.0,,5090.0,
VO5271_272611_53,SUNGLASS,VOGUE,53.0,T54S2-1,1.0,,5090.0,,5090.0,
VO5272_2727_51,ROUND FULL SHEET FRAME,VOGUE,51.0,"C3R2-1,T34S1-1",2.0,,4990.0,,4990.0,
VO5272_2731_51,FRAME,VOGUE,51.0,C3R2-1,1.0,,4990.0,,4990.0,
VO5263BI_W656_52,CATEYE FRAME,VOGUE,52.0,"C3R3-2,T34S1-1",3.0,,3890.0,,3890.0,
VO5269S_W65613_56,SUNGLASS,VOGUE,56.0,C4R1-1,1.0,,4390.0,,4390.0,
VO5282SB_W4487_54,SUNGLASS,VOGUE,54.0,C4R1-1,1.0,,7190.0,,7190.0,
VO5282SB_260480_54,SUNGLASS,VOGUE,54.0,DS2-1,1.0,,7190.0,,7190.0,
VO5282SB_260569_54,SUNGLASS,VOGUE,54.0,C4R1-1,1.0,,7190.0,,7190.0,
VO5282SB_272276_54,SUNGLASS,VOGUE,54.0,T52S3-1,1.0,,7190.0,,7190.0,
WALNUT +,CATEYE FULL SHEET FRAME,WALNUT +,,T32S1-0,0.0,,2100.0,,2100.0,
WALNUT FAB,"CATEYE FULL SHEET FRAME, RECTANGLE, ROUND",WALNUT FAB,,T32S1-2,2.0,,2100.0,,2100.0,
WALNUT PRO,"AVIATOR, CATEYE, ROUND, RECTANGLE",WALNUT PRO,,"T32S3-1,CT5-1",2.0,,2100.0,,2100.0,
WALNUT PRO H,CATEYE FULL SHEET FRAME,WALNUT PRO H,,T32S2-2,2.0,,2100.0,,2100.0,
INB2610B_CAT3_S,SUNGLASS,INVU,S,T11S2-1,1.0,,3800.0,,3800.0,
INB2802A_CAT3_M,SUNGLASS,INVU,M,T11S1-1,1.0,,3125.0,,3125.0,
INB2940_CAT1_M,SUNGLASS,INVU,M,T11S3-1,1.0,,3125.0,,3125.0,
INB2946B_CAT3_M,SUNGLASS,INVU,M,T80S1-1,1.0,,,,,
INB1906A_Cat.3 S,SUNGLASS,INVU,,T11S1-1,1.0,,3445.0,,3445.0,
INB1907D_CAT3_M,SUNGLASS,INVU,M,T11S2-1,1.0,,,,,
INB1912D_Cat.2 S,SUNGLASS,INVU,,T11S2-1,1.0,,3445.0,,3445.0,
INB2901E_Cat.2S_68,SUNGLASS,INVU,68.0,T11S2-1,1.0,,3125.0,,3125.0,
INB1917B_CAT3_M,SUNGLASS,INVU,M,T11S1-1,1.0,,3445.0,,3445.0,
INB1915_CAT3_M,SUNGLASS,INVU,M,T11S1-1,1.0,,,,,
INB4004_COLB_49,ROUND FULL SHEET FRAME,INVU,49.0,T78S1-2,2.0,,2475.0,,2475.0,
INB4004_COLA_49,ROUND FULL SHEET FRAME,INVU,49.0,D11-1,1.0,,2475.0,,2475.0,
BILGISAY,RECTANGLE FULL SHEET FRAME,NON BRAND,,"L6D5S1-4,S2-2",6.0,,300.0,,300.0,SPECTACLE FRAME (CODE-CT)
TOMMY FASHION,"RECTANGLE, ROUND",NON BRAND,,"THD-1,L6D5S3-1",2.0,,850.0,,850.0,SPECTACLE FRAME CODE TXX-----1
CHOPARD,"ROUND, RECTANGLE, CATEYE",NON BRAND,,"L4D6S2-3,S3-4",7l,,800.0,,800.0,EXX
SUMMIT,RECTANGLE FULL SHEET FRAME,NON BRAND,,"L1D2S1-3,S2-1",4.0,,300.0,,300.0,SPECTACLE FRAME (CODE-SX)
MIKINITEEN,RECTANGLE FULL SHEET FRAMEAX,NON BRAND,,L5D1S3-2,2.0,,350.0,,350.0,SPECTACLE FRAME (CODE-EXX)
KOOLTI,RECTANGLE SUPRA METAL FRAME,NON BRAND,,NA,1.0,,300.0,,300.0,SPECTACLE FRAME (CODE-CT)
MAURIE JEAN ACETATE,"CATEYE, RECTANGLE",NON BRAND,,"L1D6S2-4,S3-4,L6D6S3-1",9.0,,1000.0,,1000.0,SPECTACLE FRAME CODE TXX
OBSERVER,RECTANGLE FULL SHEET FRAME,NON BRAND,,NA,0.0,,300.0,,300.0,SPECTACLE FRAME (CODE-EXX)
VERVE ACETATE SHEET,RECTANGLE FULL SHEET FRAMEEXX,NON BRAND,,L5D4S3-3,4.0,,600.0,,600.0,SPECTACLE FRAME CODE TXX
ULTRA LIGHT SHEET,RECTANGLE FULL SHEET FRAME,NON BRAND,,L5D6S2-1,1.0,,300.0,,300.0,SPECTACLE FRAME (CODE-EXX)
SOLANA FULL METAL,ROUND FULL MEATL FRAME,NON BRAND,,L4D4S1-3,3.0,,550.0,,550.0,SPECTACLE FRAMES(CODE-ETX)
CELLESTIS,RECTANGLE FULL SHEET FRAME,NON BRAND,,L6D5S2-3,3.0,,200.0,,200.0,SPECTACLE FRAME (CODE-CT)
CALEB,FRAMES,NON BRAND,,R-1,1.0,,500.0,,500.0,SPECTACLE FRAMES(CODE-ETX)
FFF SHEET,RECTANGLE FULL SHEET FRAME,NON BRAND,,L4D5S3-1,1.0,,450.0,,450.0,SPECTACLE FRAME (CODE-EXX)
FANCY LADIES,"CATEYE, ROUND FULL METAL FRAME",NON BRAND,,L2D2S3-1,1.0,,450.0,,450.0,AX
RAYBAN AVIATORS WITH BOX,FRAMES,NON BRAND,,"CT2-1,",1.0,,1000.0,,1000.0,SPECTACLE FRAMES(CODE-ETX)
RAYBAN FULL AVIATOR,FRAMES,NON BRAND,,CT2-1,1.0,,1000.0,,1000.0,EXX
RAYBAN FULL AVIATOR IST,,NON BRAND,,T37S1-1,4.0,,1000.0,,1000.0,EXX
GALEBO,RECTANGLE FULL SHEET FRAME,NON BRAND,,L5D6S2-1,1.0,,400.0,,400.0,SPECTACLE FRAME (CODE-EXX)
POLO FASHION TR,RECTANGLE FULL METAL FRAME,NON BRAND,,L3D5S1-4,4.0,,550.0,,550.0,SPECTACLE FRAMES(CODE-ETX)
GUYS,"ROUND, RECTANGLE, CATEYE",NON BRAND,,"L3D1S1-4,S2-3",7.0,,500.0,,500.0,SPECTACLE FRAMES(CODE-ETX)
MAGIC PLUS NV,FRAMES,NON BRAND,,"T3S1-4,S2-4",8.0,,200.0,,200.0,CT
MAGIC PLUS(BOTH),FRAME WITH SUNGLASS,NON BRAND,,NA,0.0,,450.0,,450.0,SPECTACLE FRAME (CODE-EXX)
CITYFLYER,"RECTANGLE ,BABY FULL SHEET FRAME",NON BRAND,,R-2,2.0,,350.0,,350.0,SPECTACLE FRAME CODE TX
LOUIS STYLE TR,RECTANGLE FULL SHEET FRAME,NON BRAND,,L5D1S3-1,1.0,,400.0,,400.0,SPECTACLE FRAME CODE TXX
Teenager,"RECTANGLE, CATEYE, ROUND, BABY FRAME",NON BRAND,,"C8R1-7,L6D2-15,R-1",23.0,,100.0,,100.0,SPECTACLE FRAME CODE-TX
Teenager Big,,NON BRAND,,NA,0.0,,300.0,,300.0,
X-ITE,RECTANGLE FULL SHEET FRAME,NON BRAND,,L5D6S3-3,3.0,,300.0,,300.0,SPECTACLE FRAME (CODE-CT)
SWISS,"RECTANGLE,ROUND",NON BRAND,,L6D5S1-4,4.0,,400.0,,400.0,SPECTACLE FRAMES(CODE-ETX)
SILHOUETTE SHEET,RECTANGLE FULL SHEET FRAME,NON BRAND,,L2D2S2-1,1.0,,500.0,,500.0,SPECTACLE FRAME CODE TXX
WONDER BABY,BABY FRAME,NON BRAND,,"CT13-2,C8R2-47",36.0,,250.0,,250.0,SPECTACLE FRAME (CODE-CT)
ARMSTRONG,FRAMES,NON BRAND,,L6D4S3-1,1.0,,100.0,,100.0,SPECTACLE FRAME (CODE-CT)
TITANIUM SHEET,FRAMES,NON BRAND,,L2D2S3-2,2.0,,350.0,,350.0,SPECTACLE FRAME CODE TXX
CARTIER METAL FULL IST,RECTANGLE FULL METAL FRAME,NON BRAND,,"L3D4-10,CT5-1",11.0,,1000.0,,1000.0,SPECTACLE FRAME CODE TXX
CARTIER M SUPRA,RECTANGLE SUPRA METAL FRAME,NON BRAND,,L3D1S3-4,4.0,,750.0,,750.0,SPECTACLE FRAME CODE TXX
SHEET WITH METAL SIDE,,NON BRAND,,L3D5S3-1,1.0,,500.0,,500.0,AX
CARTIER FULL AVIATOR IST,,NON BRAND,,D10-3,3.0,,1200.0,,1200.0,TFX
CARTIER SHEET,RECTANGLE FULL SHEET FRAME,NON BRAND,,NA,0.0,,500.0,,500.0,SPECTACLE FRAME CODE ETX
MONT BLANC M FULL,RECTANGLE FULL METAL FRAME,NON BRAND,,L4D3S2-3,3.0,,800.0,,800.0,SPECTACLE FRAME CODE TXX
MONT BLANC SHEET IST,RECTANGLE FULL SHEET FRAME,NON BRAND,,L1D5-3,3.0,,800.0,,800.0,SPECTACLE FRAME CODE TXX
MONT BLANC M SUPRA,FRAMES,NON BRAND,,"L4D3S1-4,S2-1,L4D5S2-3,D10-1",9.0,,750/1000,,750/1000,SPECTACLE FRAME CODE TXX
RAYBAN SHEET BRAND,RECTANGLE FULL SHEET FRAME,NON BRAND,,"DS3-1,CT11-1",2.0,,800.0,,800.0,EXX
BISMARCK,RECTANGLE FULL SHEET FRAME,NON BRAND,,L1D6S1-4,4.0,,350.0,,350.0,SPECTACLE FRAMES(CODE-ETX)
POLO FASHION 3PCS,RIMLESS,NON BRAND,,NA,0.0,,400.0,,400.0,SPECTACLE FRAMES(CODE-ETX)
TITAN EYE + SHEET,RECTANGLE FULL SHEET FRAME,NON BRAND,,L1D3S3-1,1.0,,400.0,,400.0,SPECTACLE FRAMES(CODE-ETX)
TITAN EYE + M SUPRA,RECTANGLE SUPRA METAL FRAME,NON BRAND,,L3D5S2-2,2.0,,400.0,,400.0,SPECTACLE FRAMES(CODE-ETX)
BOSS M SUPRA,RECTANGLE SUPRA METAL FRAME,NON BRAND,,NA,0.0,,800.0,,800.0,SPECTACLE FRAMES(CODE-ETX)
ULTEM,RECTANGLE FULL SHEET FRAME,NON BRAND,,L2D5S1-2,2.0,,250.0,,250.0,SPECTACLE FRAME (CODE-CT)
GUCCI M FULL,RECTANGLE FULL METAL FRAME,NON BRAND,,T22S2-2,2.0,,750.0,,750.0,SPECTACLE FRAMES(CODE-ETX)
EMPORIO ARMANI METAL,"RECTANGLE SUPRA, FULL METAL FRAME",NON BRAND,,L5D2S2-1,1.0,,800.0,,800.0,SPECTACLE FRAMES(CODE-ETX)
EMPORIO ARMANI SHEET,RECTANGLE FULL SHEET FRAME,NON BRAND,,CT11-1,1.0,,800.0,,800.0,SPECTACLE FRAMES(CODE-ETX)
CARTIER 3 PC,RIMLESS,NON BRAND,,L1D1S3-1,1.0,,1000.0,,1000.0,SPECTACLE FRAMES(CODE-ETX)
TAG HEUR 3 PC,RIMLESS,NON BRAND,,NA,1.0,,900.0,,900.0,SPECTACLE FRAMES(CODE-ETX)
COSTA 3 PC,RIMLESS,NON BRAND,,L1D1S1-1,1.0,,550.0,,550.0,SPECTACLE FRAMES(CODE-ETX)
TOMMY SPORT 3 PC,RIMLESS,NON BRAND,,L1D1S2-2,2.0,,500.0,,500.0,SPECTACLE FRAMES(CODE-ETX)
TOMMY HILFIGER FULL METAL IST,,,,L3D6S3-2,2.0,,800.0,,800.0,EXX
TOMMY HILFIGER FULL METAL,RECTANGLE SUPRA METAL FRAME,NON BRAND,,NA,1.0,,450.0,,450.0,SPECTACLE FRAMES(CODE-ETX)
TOMMY HILFIGER SHEET,RECTANGLE FRAMES,NON BRAND,,"L3D3S2-1,THD-1",2.0,,500.0,,500.0,
RAYBAN METAL SUPRA IST,RECTANGLE FULL METAL FRAME,NON BRAND,,na,10.0,,1000.0,,1000.0,SPECTACLE FRAMES(CODE-ETX)
RAYBAN METAL SUPRA,RECTANGLE SUPRA METAL FRAME,NON BRAND,,NA,0.0,,1000.0,,1000.0,SPECTACLE FRAMES(CODE-ETX)
POLICE SHEET,RECTANGLE FULL SHEET FRAME,NON BRAND,,L1D4S3-3,3.0,,600.0,,600.0,
POLICE METAL SUPRA IST,RECTANGLE SUPRA METAL FRAME,NON BRAND,,T22-8,8.0,,800.0,,800.0,SPECTACLE FRAMES(CODE-ETX)
FUSION,RECTANGLE FULL SHEET FRAME,NON BRAND,,L2D3S2-4,4.0,,250.0,,250.0,SPECTACLE FRAME (CODE-CT)
SHEET FRAMES,RECTANGLE FULL SHEET FRAME,NON BRAND,,"L4D1-5,DISPLAY-1",6.0,,200.0,,200.0,SPECTACLE FRAME (CODE-CT)
HANSHA,RECTANGLE FULL SHEET FRAME,NON BRAND,,L3D3S3-1,1.0,,350.0,,350.0,SPECTACLE FRAME (CODE-CT)
CREATIE,RECTANGLE,NON BRAND,,L1D5S3-1,1.0,,300.0,,300.0,SPECTACLE FRAME (CODE-CT)i
YOUNGSTUN SUPRA,RECTANGLE SUPRA METAL FRAME,NON BRAND,,NA,0.0,,500.0,,500.0,SPECTACLE FRAMES(CODE-ETX)
DIOR LADIES,CAT EYE SHEET FRAME,NON BRAND,,CT1-2,2.0,,600.0,,600.0,SPECTACLE FRAMES(CODE-ETX)
DATA SOFT,RECTANGLE FULL SHEET FRAME,NON BRAND,,L1D5S3-1,1.0,,450.0,,450.0,SPECTACLE FRAMES(CODE-ETX)
MYSTERY,RECTANGLE FULL SHEET FRAME,NON BRAND,,L5D6S1-1,1.0,,200.0,,200.0,SPECTACLE FRAME (CODE-CT)
LANTUN,FRAMES,NON BRAND,,L6D1S1-1,1.0,,150.0,,150.0,SPECTACLE FRAME (CODE-CT)
FARENHEIT READING FOLDABLE +1,FRAME,NON BRAND,,C9-1+1,19.0,,300.0,,300.0,
FARENHEIT READING FOLDABLE +1.5,FRAME,NON BRAND,,C9-13+3,16.0,,300.0,,300.0,
FARENHEIT READING FOLDABLE +2,FRAME,NON BRAND,,C9-20+5,24.0,,300.0,,300.0,
FARENHEIT READING FOLDABLE +2.5,FRAME,NON BRAND,,C9-19+4,23.0,,300.0,,300.0,
FARENHEIT READING FOLDABLE +3.0,FRAME,NON BRAND,,C9-5+4,9.0,,300.0,,300.0,
READING NV,FRAME,NON BRAND,,C9-7,7.0,,100.0,,100.0,
POSS DESIGN NV,NV,NON BRAND,,C9-11,11.0,,,,,READING
HAPPINESS,FRAMES,NON BRAND,,L6D4S3-1,1.0,,100.0,,100.0,
Excellen,BABY FRAME,NON BRAND,,L6D4S3-1,1.0,,100.0,,100.0,CT
LOUIS STYLE 3 PC,RIMLESS,NON BRAND,,L1D1S2-1,1.0,,150.0,,150.0,CT
NEW YORK DESIGN,FRAMES,NON BRAND,,L6D4S3-1,1.0,,200.0,,200.0,CT
DERN DESK,METAL SUPRA FRAME,NON BRAND,,L6D4S3-1,1.0,,150.0,,150.0,CT
JUST NV,FRAMES,NON BRAND,,T20S1-2,2.0,,150.0,,150.0,READING
READER READING,FRAMES,NON BRAND,,C9-1,1.0,,250.0,,250.0,READING
TOM STYLE,RECTANGLE SUPRA METAL FRAME,NON BRAND,,R-1,1.0,,450.0,,450.0,EXX
BLOOM PRIME,FRAMES,NON BRAND,,L6D4S2-1,1.0,,300.0,,300.0,AX
Escape Ex,SQURE FULL SHEET FRAME,NON BRAND,,NA,1.0,,350.0,,350.0,EXX
REAL MADRID,RECTANGLE SUPRA METAL FRAME,NON BRAND,,"CT1-1,L2D4S3-5",6.0,,500.0,,500.0,EXX
Mont Blanc 3 pc,RIMLESS,NON BRAND,,L1D1S1-1,1.0,,400.0,,400.0,AX
LANZO LOUIS,RECTANGLE SUPRA METAL FRAME,NON BRAND,,NA,0.0,,400.0,,400.0,AX
FANCY GOGGLES,SUNGLASS,NON BRAND,,"C8R1-5,DISPLAY-3",8.0,,120.0,,120.0,
FANCY METAL BIG SHAPE,"RECTANGLE,ROUND,AVIATOR,CATEYE FRAMES",NON BRAND,,"L4D1S2-2,R1-1",3.0,,450.0,,450.0,EXX-----1
KIDS,BABY FRAME,NON BRAND,,"L6D1S1-2,CT13-1",3.0,,100.0,,100.0,CT
Dior goggles,SUNGLASS,NON BRAND,,DISPLAY-1,1.0,,250.0,,250.0,
Display Goggles,SUNGLASS,NON BRAND,,"C8R1-16,DISPLAY-4",20.0,,350.0,,350.0,
driving goggles,SUNGLASS,NON BRAND,,DISPLAY-2,2.0,,200.0,,200.0,
HIGH FLIER BABY,BABY FRAME,NON BRAND,,L5D3S2-1,1.0,,120.0,,120.0,
Protective cup goggles,M-1,NON BRAND,,na,0.0,,1.0,,1.0,
SANAFLEX,,Non Brand,,R-1,1.0,,200.0,,200.0,
VISION SPRING,,Non Brand,," L6D3-12,C8R1-42,R1-1,L5D6S3-2",57.0,,"200, 300",,"200, 300",
MILLENIUM,,NON BRAND,,"L5D4-6,R-2",8.0,,200.0,,200.0,M-2
CHOICE,,NON BRAND,,R-1,1.0,,250.0,,250.0,
DR READING,NV READING,NON BRAND,,BOX-47,47.0,,100.0,,100.0,
VISION SPRING READER,CT,NON BRAND,,DISPLAY-6,6.0,,"120, 300",,"120, 300",
TIGER/TIGER MK,,NON BRAND,,L5D4S2-2,2.0,,200.0,,200.0,DAMMAGE-2
VISION SPRING SUNGLASSES,,NON BRAND,,"C8R1-19,D7-3",22.0,,150.0,,150.0,
GENESIS AVIATOR,,NON BRAND,,"T29S1-3,CT2-1,R-1",5.0,,800.0,,800.0,EXX
DOCTOR PLUS READING,AX,NON BRAND,,BOX-80,80.0,,150.0,,150.0,
KIXSQUEST READING,,NON BRAND,,T20-6,6.0,,250.0,,250.0,
Gsenev Aviator,AX,NON BRAND,,R-1,1.0,,300.0,,300.0,
Escape + Sheet,AX,NON BRAND,,"R1-1,CT10-1",2.0,,450.0,,450.0,AX
ESCAPE FULL METAL,,NON BRAND,,"R1-1,D10-1",2.0,,450.0,,450.0,EXX
RAYBAN TR SHEET ,,NON BRAND,,CT10-1,1.0,,500.0,,500.0,AX
RAYBAN TR PARIS,,NON BRAND,,L3D3S2-1,1.0,,400.0,,400.0,EXX
COMPACT READING,,NON BRAND,,BOX-15,CT,,200.0,,200.0,CT
MINI READING,,NON BRAND,,C9-7,7.0,,100.0,,100.0,---1
PRADA SHEET,,NON BRAND,,"L2D2S1-3,S2-3,C10-1",7.0,,800.0,,800.0,EXX
NIKE,,NON BRAND,,"R-1, DS3-2",3.0,,450.0,,450.0,AX
ADIDAS,,NON BRAND,,NA,0.0,,450.0,,450.0,TXX
RAW-7 KT READING,,NON BRAND,,C9-35,35.0,,200.0,,200.0,AX+1
PRADA METAL SUPRA IST,,NON BRAND,,CT4-2,2.0,,1200.0,,1200.0,EFX
PORSCHE DESIGN SURA METAL,,NON BRAND,,"T19S1-4,S2-3,S3-1",8.0,,1200.0,,1200.0,EFX
PORSCHE DESIGN AVIATOR METAL IST,,NON BRAND,,"L2D6,CT2-1",6.0,,,,,
CHANEL Ist M SUPRA+3PCS,,NON BRAND,,L1D1S3-2,2.0,,1000.0,,1000.0,TXX
CHANEL SHEET,,NON BRAND,,L2D5S1-1,1.0,,500.0,,500.0,
DIOR ROUND METAL IST,,NON BRAND,,L4D5S3-1,1.0,,900.0,,900.0,EFX
DIOR IST,,NON BRAND,,"D9-1,T19S3-3",4.0,,1200.0,,1200.0,EFX
DIOR FULL METAL IST,,NON BRAND,,DS4-1,1.0,,1000.0,,1000.0,EFX
CARTIER 3PC Ist,,NON BRAND,,L1D1S3-1,1.0,,1200.0,,1200.0,EFX
RICHIE RICH NV,,NON BRAND,,T20S1-1,1.0,,250.0,,250.0,CT
TOM FORD METAL  Ist,,NON BRAND,,"L3D2S2-6,S3-4,CT5-1",7.0,,1400.0,,1400.0,TXX
PRADA FANCY METAL IST,,NON BRAND,,"T37S2-4,S3-1",5.0,,800.0,,800.0,EXX
RAYBAN FANCY METAL,,NON BRAND,,CT5-1,1.0,,800.0,,800.0,EXX
VERSACE GOGGLES,,NON BRAND,,D7-1,1.0,,550.0,,550.0,EXX
IMAGE FANCY METAL,,NON BRAND,,DS3-1,1.0,,800.0,,800.0,EXX
TITAN EYE + M SUPRA IST,,NON BRAND,,"L3D2S1-5,S2-3",8.0,,800.0,,800.0,EXX
CARRERA GOGGLES,,NON BRAND,,D5-1,1.0,,1000.0,,1000.0,
O MATTER,,NON BRAND,,"L1D3S1-4,S2-1",5.0,,700.0,,700.0,EXX
PRADA GOGGLES,,NON BRAND,,D7-1,1.0,,550.0,,550.0,EXX
TAG HEUR SHEET Ist,,NON BRAND,,NA,0.0,,700.0,,700.0,EXX
RAYBAN GOGGLES(4190),,NON BRAND,,"D6-2,C10-6",8.0,,900.0,,900.0,EFX
RAYBAN WOOD GOGGLES(4175),,NON BRAND,,"D6-2,D7-1",3.0,,900.0,,900.0,EFX
RAYBAN DIAMOND AVIATORS+O SHAPE GOGGLES(3517+3510),,NON BRAND,,"C8R1-4,D6-1",5.0,,700.0,,700.0,EFX
RAYBAN GOGGLES,,NON BRAND,,"C10-2,D7-2",4.0,,500.0,,500.0,ETX
RAYBAN AVIATORS GOGGLES,,NON BRAND,,D6-6,6.0,,700.0,,700.0,EFX
RAYBAN GOLD PG,,NON BRAND,,D7-1,1.0,,700.0,,700.0,EXX
RAYBAN D SHAPE,,NON BRAND,,D6-1,1.0,,700.0,,700.0,EXX
RAYBAN CANDY,,NON BRAND,,D6-3,3.0,,700.0,,700.0,
RAYBAN MURCURY,,NON BRAND,,D7-1,1.0,,700.0,,700.0,
VOGUE METAL Ist,,NON BRAND,,NA,0.0,,800.0,,800.0,EXX
CARRERA METAL Ist,,NON BRAND,,"T29S3-4,DS3-2",6.0,,700.0,,700.0,EFX
GUCCI SHEET Ist,,NON BRAND,,"T16S1-1,S2-1",2.0,,700.0,,700.0,EFX
RAYBAN SHEET Ist,,NON BRAND,,"D9-2,T23-2",4.0,,700.0,,700.0,EXX
PORSCHE DESIGN SHEET M S Ist,,NON BRAND,,NA,0.0,,800.0,,800.0,EXX
PORSCHE DESIGN GOGGLES,,NON BRAND,,D5-4,4.0,,1000.0,,1000.0,EXX
TOM HILL NV READYMADE,NV METAL SUPRA FRAME,NON BRAND,,C9-34,10.0,,250.0,,250.0,CT
MAKKER,SHEET FRAME,NON BRAND,,L5D6S2-1,1.0,,400.0,,400.0,ax
TOM HILL SHEET,ROUND SHEET FRAME,NON BRAND,,"D9-1,C8R1-35,CT3-1,L2D3S3-4",41.0,,500.0,,500.0,AX
MAIRA BOSS+ SHEET,METAL FRAME,NON BRAND,,D9-1,1.0,,450.0,,450.0,AX
MAGIC TR,SHEET FRAMES,NON BRAND,,CT7-1,1.0,,350.0,,350.0,AX
BOTEGO PASSION,SHEET FRAMES,NON BRAND,,"L5D5-8,CT3-1,C10-3",12.0,,350.0,,350.0,CT
SMARTENT,SHEET FRAMES,NON BRAND,,L5D1S3-2,2.0,,300.0,,300.0,CT
V-READERS NV,METAL SUPRA,NON BRAND,,T20S2-3,3.0,,200.0,,200.0,
U EYEWEAR BLUE,SHEET FRAMES,NON BRAND,,L5D1S2-1,1.0,,300.0,,300.0,AX
D&G SHEET IST,SHEET FRAMES,NON BRAND,,L2D1S3-1,1.0,,800.0,,800.0,
D&G GOGGLES,GOGGLES,NON BRAND,,D7-1,1.0,,550.0,,550.0,EXX
DIOR SHEET IST,SHEET FRAMES,NON BRAND,,NA,0.0,,600.0,,600.0,TFX
BURBERRY FULL METAL IST,FULL METAL ROUND FRAME,NON BRAND,,"L3D6S1-3,D10-1",4.0,,800.0,,800.0,TFX
BURBERRY GOGGLES,GOGGLES,NON BRAND,,D7-1,1.0,,550.0,,550.0,EXX
CARTIER SHEET IST,SHEET FRAMES,NON BRAND,,L1D2S2-1,1.0,,800.0,,800.0,EXX
TOMMY HILFIGER SHEET IST,SHEET FRAMES,NON BRAND,,"L3D3S1-3,S2-1",4.0,,800.0,,800.0,ETX
DISTRICT,FULL METAL,NON BRAND,,NA,0.0,,300.0,,300.0,AX
ROMEROS,SHEET FRAME,NON BRAND,,"L2D5S3-2,DS3-2",4.0,,400.0,,400.0,AX---1
RESTAURA,FULL METAL,NON BRAND,,NA,0.0,,450.0,,450.0,AX
LOCATIN,SHEET FRAMES,NON BRAND,,"L4D6S1-1,S2-1",3.0,,350.0,,350.0,AX
MK GOGGLES,,NON BRAND,,D7-1,1.0,,550.0,,550.0,EXX
ALLIGATOR GOGGLES,,NON BRAND,,D5-3,3.0,,350.0,,350.0,AX
VENCE GOGGLES,,NON BRAND,,D7-1,1.0,,150.0,,150.0,AX
FRANK MARTIN GOGGLES,,NON BRAND,,D5-7,7.0,,700.0,,700.0,EFX
CONFESS GOGGLES,,NON BRAND,,D5-3,3.0,,300.0,,300.0,AX
HONEY EYEWEAR NV,FULL METAL,NON BRAND,,T3S1-1,1.0,,200.0,,200.0,CT
